time,engine_rpm,engine_torque_nm,throttle_position,gear_position,speed_kmh,accel_lon_g,accel_lat_g,wheel_slip_percent,glicko_volatility_sigma,glicko_rating_deviation,glicko_rating,shift_drop_rpm,brake_pressure_bar,brake_temperature_c,suspension_front_travel_mm,suspension_front_velocity_mms,suspension_rear_travel_mm,suspension_rear_velocity_mms,tire_temp_front_left_c,tire_pressure_front_left_bar,tire_temp_rear_right_c,tire_pressure_rear_right_bar,can_bus_load_percent,signal_quality_index,lap,setup
0.0,15000.0,165.0,0.3,3,120.02408550055746,0.6690416821517288,-0.022712604069140534,7.5768910675537455,0.3028720051254903,57.67642733610656,1697.2693267973389,0.0,120.0,249.94994056490538,14.768002254140441,1.7948112352682486,21.046406183297453,-1.3989347634348839,81.35434266413654,2.2119483984599273,75.61530835582924,2.181695297869912,29.810201489884033,95.10525579289606,0,baseline
0.01,15009.424715948338,164.8428911839851,0.30070521652449755,3,120.04801441739991,0.6646921345124095,0.025174193365126572,7.522302362213396,0.30461400849471293,58.61984833343805,1697.715179523159,0.0,120.0,248.5452591680381,16.56281348940869,0.301079801527635,19.64747141986257,-1.047900350584607,80.20449537969225,2.2104291829984675,76.082327705978,2.1822062915834994,30.815703533547477,94.82424904491491,0,baseline
0.02,15018.849059825028,164.68464670532367,0.30156412908865804,3,120.07213795398863,0.6700982385757693,0.03941170398441222,7.630005796750852,0.3043464689123216,57.823532436671975,1697.7356342452108,0.0,120.0,253.3788943150141,15.370161857195711,-0.7820349327251837,18.95060548212824,0.44542763429758025,80.27660453877604,2.2104711423166785,76.20211881045039,2.182144955259551,31.47819040804079,95.39226848493989,0,baseline
0.03,15028.272659573113,164.5252696932389,0.3025765370923528,3,120.09578766672799,0.6569364649818118,0.04415900458029505,7.179049135027821,0.30965983839939143,57.339530887021525,1699.4934674318577,0.0,120.0,251.13598675861004,14.998743623958323,0.1014647115725138,20.53832668845773,0.6254003611751049,80.51956775173282,2.21102073311746,75.86200701982597,2.182031875393275,32.48697902623005,95.12936990490084,0,baseline
0.04,15037.695143165007,164.3647634588314,0.30374217241655255,3,120.11924198859624,0.651508940784983,0.13746441877324161,7.26028373586797,0.310392905826541,57.26546966157248,1699.716017759017,0.0,120.0,249.23432831288324,15.573091280340739,-0.2943889693768611,20.20140620447845,-0.318487855404209,81.08503319654703,2.211485203069534,76.27078549250733,2.1827238770383275,33.96180651864337,95.5980099782792,0,baseline
0.05,15047.116138617192,164.20313149607344,0.30506069951324266,3,120.14206129787352,0.6338697021466531,-0.05939128702316199,7.301112283129501,0.31223246857927694,57.8937248089739,1700.1209429559085,0.0,120.0,242.37203111253268,14.4099656852046,0.37753409050575737,19.90135097764931,-0.5170384108060926,80.41203343196186,2.2110070564303466,77.09562250661426,2.1842488143617382,34.29609540236159,95.42147773249637,0,baseline
0.06,15056.535274004902,164.04037748277472,0.3065317155249877,3,120.16624037364798,0.6716409937350345,0.1302842769006438,7.560014142890124,0.3108431431883389,57.05416865970548,1699.9326437813247,0.0,120.0,248.59751289012422,16.328159461352254,0.17581929062382962,19.167329382866264,0.07794101299543321,81.30398102097571,2.211962000260073,76.54721158060492,2.1832551434877994,35.17176153384689,95.426732382464,0,baseline
0.07,15065.952177476798,163.87650528151687,0.30815475043409674,3,120.1901905172237,0.6652817659920782,0.10299645642229466,8.131536516280738,0.31531436618297204,57.49980140492579,1698.8672906247964,0.0,120.0,244.34906201452748,14.76160426645226,-0.23908266036831183,20.057233003640178,0.3056541798845416,81.64475512971295,2.2132962661849507,76.42641286614054,2.182543912625734,36.12768520732985,95.6617248716455,0,baseline
0.08,15075.366477269654,163.711518940558,0.3099292672413286,3,120.2137321729655,0.6539348817168924,0.19070451849919384,7.598524429493059,0.3150488431893472,57.33827005384688,1701.1761336080524,0.0,120.0,247.74559427458212,15.84999414061563,0.38956757018484556,19.778637742635347,-0.23298494490631505,82.02307892855035,2.214378952019917,76.7562586631627,2.1836816195697804,37.37007342271707,95.58275361535617,0,baseline
0.09,15084.777801723038,163.54542269470568,0.31185466217406227,3,120.23736834361442,0.6565602958031056,0.08822806964395169,7.805920657782757,0.3147392547579095,57.992528868700006,1701.3241028962766,0.0,120.0,247.59444389495638,15.54073940682195,0.08403526115511806,19.591263113827548,0.055704627720121636,80.04104590126767,2.210202092973238,76.82347868163875,2.1846979729764735,37.786915903549975,96.0260985375768,0,baseline
0.1,15094.18577929397,163.37822096615895,0.31393026492384657,3,120.26087701790185,0.6530187302065211,0.34210985402547434,7.703390492111586,0.316118603419499,57.362899418034935,1702.461934493204,0.0,120.0,248.96720542493486,16.018064662925866,-1.2021884268540122,19.89004699807559,0.33069424478681775,81.87697424026427,2.214021532288728,77.15884932370061,2.184178382327943,37.738748105866925,95.81116681176833,0,baseline
0.11,15103.590038571609,163.20991836531778,0.3161553389132275,3,120.28355882291817,0.6300501393421125,0.3640378022928855,7.34532150176531,0.3216894140152904,57.37241817242316,1704.426171059995,0.0,120.0,249.15803223242787,13.136362553113926,0.04897676636280579,20.252651603401183,0.4648581794348825,83.06038356060482,2.216092869124059,77.00357895098885,2.18381893710699,39.28756474193107,95.94896791928646,0,baseline
0.12,15112.9902082919,163.04051969156086,0.3185290815917419,3,120.30777914611117,0.6727867553611709,0.22344087301958843,7.378619224253384,0.3205791895485199,57.41691177068522,1705.2757749639368,0.0,120.0,252.97991181886258,16.116018195651478,1.3371808327145907,20.819763356945355,-0.2242254320151833,82.6514340129537,2.2143808727524155,77.1984865790145,2.184007626769854,39.81395832687253,96.2335730533183,0,baseline
0.13,15122.385917352236,162.8700299339901,0.3210506247609506,3,120.33216925410058,0.6775029997056841,0.22484514351066937,7.328073550652388,0.32385498333673635,57.37246405044632,1706.436029252423,0.0,120.0,255.45656971768392,15.810724218543108,-0.6789642224493511,19.804200739370817,0.07480254915980034,82.28076356088978,2.215231997194929,77.13213094364862,2.184159473716824,40.38960360991214,96.02311478117856,0,baseline
0.14,15131.776794826115,162.69845427214204,0.32371903492837306,3,120.35658763782884,0.6782884368962759,0.3235426823353583,7.580164159021738,0.32714725238299003,56.54774007284693,1706.747121494284,0.0,120.0,249.53825425321625,14.758089750752776,-0.34638901148225987,20.969368455264956,0.1180169854937052,82.28477037523409,2.214038802047574,76.94749810929804,2.183862216042266,40.817093804915565,96.33451412565444,0,baseline
0.15,15141.162469977771,162.52579807666612,0.32653331369017236,3,120.38055466834382,0.6657508476381475,0.4516192142505791,7.257461759093576,0.3263550243997008,57.33739614182026,1708.840940198788,0.0,120.0,244.2497977989472,15.117946195578588,0.5695845676297253,20.040234710358227,-0.5278805649762717,82.66204488736858,2.2152261679721277,77.6118349089494,2.1852579293029604,42.55614094183839,96.62450981673652,0,baseline
0.16,15150.542572276823,162.35206690996839,0.3294923981424267,3,120.40429798421724,0.6595365520395414,0.3982542280767819,7.852684685719764,0.3285879232593606,57.96403126196551,1708.2389051998114,0.0,120.0,251.14062621720691,15.897258886012226,1.1660174063149524,19.913607325312412,0.14783623523587863,81.54508093417007,2.2132523860669973,77.71178407245277,2.1849493434192246,42.61992173604317,96.63382034416719,0,baseline
0.17,15159.91673141289,162.1772665268215,0.33259516132081063,3,120.42674532507841,0.6235372461437704,0.36924333036008966,7.755836894366962,0.3301046794752717,58.08202167802407,1709.7705538452233,0.0,120.0,251.30447539333727,17.449981008208493,-0.5514180223539453,20.335907180829984,0.2636405675832698,82.72602318087858,2.2157513504603745,77.52027686533664,2.1850723481019023,43.803809408727176,96.4944955948312,0,baseline
0.18,15169.284577310222,162.00140287493946,0.335840412668497,3,120.44993518804931,0.6441628603028082,0.41004286869452883,7.2985117504644155,0.3328923397601356,57.686440322519324,1712.4406298160054,0.0,120.0,243.4718424057312,14.794422841304335,-0.9198949717368681,20.440888460478952,-0.19818245486259123,82.92136544612822,2.2154154383521005,77.36298684519365,2.1847483902542897,44.33541629481232,96.83910216660495,0,baseline
0.19,15178.645740142305,161.8244820955174,0.33922689853208,3,120.47184491853498,0.6086036246021029,0.5559568673569356,7.558543836198293,0.3324179088651817,57.97858532706258,1713.015127904237,0.0,120.0,245.36063242396673,15.610191064734757,-0.030250421855906318,19.939542271104802,-0.4548974649966997,83.51787923027528,2.2166313146774272,77.83203981141861,2.185746631555841,46.158403955371405,96.64742988619201,0,baseline
0.2,15187.999850346456,161.6465105237364,0.34275330268530263,3,120.495054917365,0.6447221897225742,0.4612466214393724,8.000143582775001,0.3344369385415276,57.80269639389096,1713.100890325796,0.0,120.0,250.7584573018779,14.733921997592523,-0.32867641806639725,19.531093530485553,0.07077812291862529,84.26469933533613,2.2190198451194063,78.28108483088126,2.1869076205723212,45.80528796208589,96.65513115292478,0,baseline
0.21,15197.346538638423,161.4674946892316,0.3464182468803655,3,120.51949615222557,0.678923190571319,0.5556430709519777,8.01425491820111,0.33449066720513526,58.8126109186592,1714.524533997543,0.0,120.0,259.3742656408884,14.952838228601962,0.2231532358041246,20.081098516942053,0.9598634956441625,84.12779131155423,2.219742788050106,78.30184253715724,2.1864375753204017,46.946988678303484,97.26592348817309,0,baseline
0.22,15206.685436026957,161.28744131652502,0.35022029142657785,3,120.54260780450026,0.6419903409635741,0.5576732322290682,7.7353906029421,0.3337326489758815,57.98129807762254,1716.8819447618048,0.0,120.0,250.7131651989594,15.180228469200772,0.2995905359872282,21.450820521773878,0.4365571215125321,84.01293554347102,2.2177438633255373,77.99665462040514,2.18666829836813,47.41377347182328,97.35135494038518,0,baseline
0.23,15216.016173828379,161.10635732542138,0.3541579357960999,3,120.56474590921295,0.6149473531300679,0.60717508315368,8.06535145177962,0.3393434824651528,57.356647218303486,1717.4671199631011,0.0,120.0,249.17056190615997,15.552019300576418,0.35399852256720976,20.954212759967117,-1.022471283012571,84.43183889886238,2.219231781500933,78.43932295790393,2.1870863379885637,47.826740297653934,96.99899740992693,0,baseline
0.24,15225.338383681135,160.92424983136706,0.3582296192565163,3,120.58630157139491,0.5987683939436719,0.2883221471358601,7.685272897943274,0.34331358532953676,58.2460783497111,1720.2360290087765,0.0,120.0,246.932526575827,15.888225514335192,-0.07820403678841714,19.405877955748736,-0.3477169286511792,84.21463163276566,2.217610114035695,77.97326516798373,2.185709402767981,49.48065452883096,97.30822025723461,0,baseline
0.25,15234.651697560346,160.74112614577217,0.3624337215299661,3,120.60938292893307,0.6411488205046016,0.5520912297368484,8.016590874898597,0.33780100819355136,58.3003920235936,1720.9237159872905,0.0,120.0,252.74875430860442,15.395611226999584,-0.003131260645952594,20.25877890266476,0.4128493221532583,85.12549315553598,2.220369474722205,77.81131456555086,2.185051435415625,51.00043001232413,96.87819979049748,0,baseline
0.26,15243.955747792326,160.55699377629486,0.36676856347854214,3,120.63208804172915,0.6306975776687225,0.3974231832268685,8.066970627293527,0.3396257449612775,57.91952480722244,1722.5065135095363,0.0,120.0,253.39444406524592,15.881962993043286,-0.7833591317848478,20.231576600055252,0.11719570302744309,85.12927939488443,2.2198821207793373,78.74193664892151,2.1878263954067703,51.117005279167046,97.44159049417279,0,baseline
0.27,15253.250167069102,160.371860427088,0.3712324078156667,3,120.65631757018018,0.6730424569727487,0.6319189212691235,8.08472659719439,0.34072460383740855,58.024454673630814,1724.2387833346834,0.0,120.0,257.8242248873325,13.828892963429888,-0.22944295332229547,20.493170308719645,-0.4446360894111212,84.58149294423542,2.2185672415066247,77.94488391061446,2.185945602861878,51.255805183501856,97.10869134087024,0,baseline
